Peter Sohn , 1
Peter Sollett , 1
Peter Strickland , 1
Peter Templeman , 1
Peter Yates , 1
Peyton Reed , 1
Phedon Papamichael , 1
Philip Kaufman , 1
Philippe Harel , 1
Philippe Leclerc , 1
Philipp Sțlzl , 1
Phil Roman , 1
Phil Weinstein , 1
Pierre Coffin , 1
Pixote Hunt , 1
Po-Chih Leong , 1
Pontus L̦wenhielm , 1
Prachya Pinkaew , 1
Quentin Lee , 1
Quentin Tarantino , 1
Ra̼l Ruiz , 1
Rachel Goldenberg , 1
Rachid Bouchareb , 1
Rajkumar Santoshi , 1
Raj Nidimoru , 1
Ralph Zondag , 1
Randall Wallace , 1
Raul Garcia , 1
Rawson Marshall Thurber , 1
Ray Burdis , 1
Raymond Depardon , 1
Regan Hall , 1
Renny Harlin , 1
Reynaldo Rodriguez , 1
Rian Johnson , 1
Richard Ayoade , 1
Richard Boden , 1
